mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__C,param_model__max_iter,param_model__penalty,param_model__random_state,param_model__solver,param_selector__k,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.11797971725463867,0.025950741834111113,0.007754707336425781,0.0023749967669022907,0.1,1000,l1,42,liblinear,40,"{'model__C': 0.1, 'model__max_iter': 1000, 'model__penalty': 'l1', 'model__random_state': 42, 'model__solver': 'liblinear', 'selector__k': 40}",0.4602510460251046,0.41624365482233505,0.4811715481171548,0.47058823529411764,0.4435146443514644,0.4543538257220353,0.02274817124389227,99
0.18914694786071778,0.029441285215678844,0.007640457153320313,0.002106412754207692,0.1,1000,l1,42,liblinear,60,"{'model__C': 0.1, 'model__max_iter': 1000, 'model__penalty': 'l1', 'model__random_state': 42, 'model__solver': 'liblinear', 'selector__k': 60}",0.49372384937238495,0.45685279187817257,0.5313807531380753,0.4579831932773109,0.41422594142259417,0.47083330581770755,0.039382595717694466,42
0.34117770195007324,0.08631333288959292,0.007197856903076172,0.0007465707529008155,0.1,1000,l1,42,liblinear,80,"{'model__C': 0.1, 'model__max_iter': 1000, 'model__penalty': 'l1', 'model__random_state': 42, 'model__solver': 'liblinear', 'selector__k': 80}",0.5439330543933054,0.467005076142132,0.5313807531380753,0.46638655462184875,0.4225941422594142,0.4862599161109552,0.04512451868459158,3
0.248886775970459,0.028744511185655575,0.007304334640502929,0.0013650033772318472,0.1,1000,l1,42,liblinear,100,"{'model__C': 0.1, 'model__max_iter': 1000, 'model__penalty': 'l1', 'model__random_state': 42, 'model__solver': 'liblinear', 'selector__k': 100}",0.5313807531380753,0.4467005076142132,0.5271966527196653,0.4831932773109244,0.4309623430962343,0.4838867067758225,0.04078165857568174,7
0.22518115043640136,0.02922570076359532,0.007256126403808594,0.0011636519562959193,0.1,1000,l1,42,liblinear,all,"{'model__C': 0.1, 'model__max_iter': 1000, 'model__penalty': 'l1', 'model__random_state': 42, 'model__solver': 'liblinear', 'selector__k': 'all'}",0.5355648535564853,0.4467005076142132,0.5230125523012552,0.47478991596638653,0.4225941422594142,0.48053239433955086,0.04328405955840719,13
1.4536073207855225,0.3003128806062291,0.005602693557739258,0.0005773614253517446,0.1,1000,l1,42,saga,40,"{'model__C': 0.1, 'model__max_iter': 1000, 'model__penalty': 'l1', 'model__random_state': 42, 'model__solver': 'saga', 'selector__k': 40}",0.4393305439330544,0.38071065989847713,0.48535564853556484,0.47478991596638653,0.4435146443514644,0.44474028253698944,0.03655994655465017,125
3.2230836868286135,0.8734374895349212,0.005142831802368164,0.0008520117963159529,0.1,1000,l1,42,saga,60,"{'model__C': 0.1, 'model__max_iter': 1000, 'model__penalty': 'l1', 'model__random_state': 42, 'model__solver': 'saga', 'selector__k': 60}",0.502092050209205,0.4365482233502538,0.5104602510460251,0.46638655462184875,0.4100418410041841,0.4651057840463034,0.03814242790128426,54
4.898140144348145,1.4054444748175914,0.005341672897338867,0.000745615225936256,0.1,1000,l1,42,saga,80,"{'model__C': 0.1, 'model__max_iter': 1000, 'model__penalty': 'l1', 'model__random_state': 42, 'model__solver': 'saga', 'selector__k': 80}",0.5397489539748954,0.4365482233502538,0.5062761506276151,0.47058823529411764,0.41841004184100417,0.47431432101757726,0.044426793763153,33
6.09750189781189,1.8049790410827888,0.008427953720092774,0.006178172728833847,0.1,1000,l1,42,saga,100,"{'model__C': 0.1, 'model__max_iter': 1000, 'model__penalty': 'l1', 'model__random_state': 42, 'model__solver': 'saga', 'selector__k': 100}",0.5271966527196653,0.43147208121827413,0.46443514644351463,0.4789915966386555,0.41841004184100417,0.4641011037722228,0.03835417294772288,61
7.12717022895813,1.9528304153578584,0.005754518508911133,0.0017168756351477645,0.1,1000,l1,42,saga,all,"{'model__C': 0.1, 'model__max_iter': 1000, 'model__penalty': 'l1', 'model__random_state': 42, 'model__solver': 'saga', 'selector__k': 'all'}",0.5104602510460251,0.4263959390862944,0.4769874476987448,0.47478991596638653,0.41841004184100417,0.46140871912769105,0.034358658329142276,79
0.09440159797668457,0.002734437628231309,0.007044029235839844,0.0017523572713089187,0.1,1000,l2,42,liblinear,40,"{'model__C': 0.1, 'model__max_iter': 1000, 'model__penalty': 'l2', 'model__random_state': 42, 'model__solver': 'liblinear', 'selector__k': 40}",0.5188284518828452,0.45685279187817257,0.4602510460251046,0.5,0.4393305439330544,0.47505256674383534,0.02954685188041649,24
0.1396334171295166,0.008089754108589399,0.005478668212890625,0.0005100641827612157,0.1,1000,l2,42,liblinear,60,"{'model__C': 0.1, 'model__max_iter': 1000, 'model__penalty': 'l2', 'model__random_state': 42, 'model__solver': 'liblinear', 'selector__k': 60}",0.5397489539748954,0.47715736040609136,0.49372384937238495,0.48739495798319327,0.4100418410041841,0.48161339254814983,0.04171852437140092,11
0.1987095832824707,0.011392503161778027,0.006397628784179687,0.0007997571696831861,0.1,1000,l2,42,liblinear,80,"{'model__C': 0.1, 'model__max_iter': 1000, 'model__penalty': 'l2', 'model__random_state': 42, 'model__solver': 'liblinear', 'selector__k': 80}",0.5104602510460251,0.49238578680203043,0.4811715481171548,0.5210084033613446,0.4351464435146444,0.4880344865682398,0.029844171749400666,1
0.24479169845581056,0.009860539027476335,0.005713176727294922,0.0005804186268695076,0.1,1000,l2,42,liblinear,100,"{'model__C': 0.1, 'model__max_iter': 1000, 'model__penalty': 'l2', 'model__random_state': 42, 'model__solver': 'liblinear', 'selector__k': 100}",0.5062761506276151,0.4517766497461929,0.45188284518828453,0.4957983193277311,0.4476987447698745,0.47068654193193965,0.025047249202877524,44
0.2910143852233887,0.021102645217696593,0.009409713745117187,0.008067033022790026,0.1,1000,l2,42,liblinear,all,"{'model__C': 0.1, 'model__max_iter': 1000, 'model__penalty': 'l2', 'model__random_state': 42, 'model__solver': 'liblinear', 'selector__k': 'all'}",0.497907949790795,0.4517766497461929,0.45188284518828453,0.48739495798319327,0.4351464435146444,0.46482176924462204,0.023759040589238247,56
0.585704755783081,0.0754674531652957,0.00912165641784668,0.006414084707182162,0.1,1000,l2,42,saga,40,"{'model__C': 0.1, 'model__max_iter': 1000, 'model__penalty': 'l2', 'model__random_state': 42, 'model__solver': 'saga', 'selector__k': 40}",0.5104602510460251,0.4213197969543147,0.46443514644351463,0.48739495798319327,0.4393305439330544,0.4645881392720204,0.032045344730134456,58
0.9649206638336182,0.10164290740263067,0.005089712142944336,0.0007406065887601188,0.1,1000,l2,42,saga,60,"{'model__C': 0.1, 'model__max_iter': 1000, 'model__penalty': 'l2', 'model__random_state': 42, 'model__solver': 'saga', 'selector__k': 60}",0.5523012552301255,0.45685279187817257,0.4769874476987448,0.5042016806722689,0.4393305439330544,0.48593474388247326,0.03958777665503753,5
1.3949527740478516,0.12386231466783015,0.006317520141601562,0.0008138907658665819,0.1,1000,l2,42,saga,80,"{'model__C': 0.1, 'model__max_iter': 1000, 'model__penalty': 'l2', 'model__random_state': 42, 'model__solver': 'saga', 'selector__k': 80}",0.5230125523012552,0.467005076142132,0.48535564853556484,0.49159663865546216,0.45188284518828453,0.4837705521645398,0.024089839258327382,9
1.932634449005127,0.2988111566592997,0.005954933166503906,0.0007798198354962186,0.1,1000,l2,42,saga,100,"{'model__C': 0.1, 'model__max_iter': 1000, 'model__penalty': 'l2', 'model__random_state': 42, 'model__solver': 'saga', 'selector__k': 100}",0.5146443514644351,0.4213197969543147,0.4351464435146444,0.46638655462184875,0.4602510460251046,0.4595496385160695,0.0320615018403956,89
2.392469644546509,0.21357531100517568,0.005603313446044922,0.00047238541590512157,0.1,1000,l2,42,saga,all,"{'model__C': 0.1, 'model__max_iter': 1000, 'model__penalty': 'l2', 'model__random_state': 42, 'model__solver': 'saga', 'selector__k': 'all'}",0.5230125523012552,0.4365482233502538,0.4602510460251046,0.47058823529411764,0.4476987447698745,0.4676197603481212,0.029979187673187607,50
0.08089523315429688,0.004905949383927093,0.005206060409545898,0.0004543747578028641,0.1,2500,l1,42,liblinear,40,"{'model__C': 0.1, 'model__max_iter': 2500, 'model__penalty': 'l1', 'model__random_state': 42, 'model__solver': 'liblinear', 'selector__k': 40}",0.4602510460251046,0.41624365482233505,0.4811715481171548,0.47058823529411764,0.4435146443514644,0.4543538257220353,0.02274817124389227,99
0.11374802589416504,0.007058010310419367,0.009105873107910157,0.0041646286042019195,0.1,2500,l1,42,liblinear,60,"{'model__C': 0.1, 'model__max_iter': 2500, 'model__penalty': 'l1', 'model__random_state': 42, 'model__solver': 'liblinear', 'selector__k': 60}",0.49372384937238495,0.45685279187817257,0.5313807531380753,0.4579831932773109,0.41422594142259417,0.47083330581770755,0.039382595717694466,42
0.14820566177368164,0.007947144010293186,0.006383371353149414,0.00045214312858418,0.1,2500,l1,42,liblinear,80,"{'model__C': 0.1, 'model__max_iter': 2500, 'model__penalty': 'l1', 'model__random_state': 42, 'model__solver': 'liblinear', 'selector__k': 80}",0.5439330543933054,0.467005076142132,0.5313807531380753,0.46638655462184875,0.4225941422594142,0.4862599161109552,0.04512451868459158,3
0.20451478958129882,0.020146009030805673,0.006569623947143555,0.0011392461320765303,0.1,2500,l1,42,liblinear,100,"{'model__C': 0.1, 'model__max_iter': 2500, 'model__penalty': 'l1', 'model__random_state': 42, 'model__solver': 'liblinear', 'selector__k': 100}",0.5313807531380753,0.4467005076142132,0.5271966527196653,0.4831932773109244,0.4309623430962343,0.4838867067758225,0.04078165857568174,7
0.19809517860412598,0.013528325719461307,0.006159019470214844,0.0011509191050749555,0.1,2500,l1,42,liblinear,all,"{'model__C': 0.1, 'model__max_iter': 2500, 'model__penalty': 'l1', 'model__random_state': 42, 'model__solver': 'liblinear', 'selector__k': 'all'}",0.5355648535564853,0.4467005076142132,0.5230125523012552,0.47478991596638653,0.4225941422594142,0.48053239433955086,0.04328405955840719,13
1.3578771591186523,0.22371947163990558,0.00454416275024414,0.000704111617472403,0.1,2500,l1,42,saga,40,"{'model__C': 0.1, 'model__max_iter': 2500, 'model__penalty': 'l1', 'model__random_state': 42, 'model__solver': 'saga', 'selector__k': 40}",0.4393305439330544,0.38071065989847713,0.48535564853556484,0.47478991596638653,0.4435146443514644,0.44474028253698944,0.03655994655465017,125
2.9614140033721923,0.9038099554361961,0.005542087554931641,0.0010237409434924773,0.1,2500,l1,42,saga,60,"{'model__C': 0.1, 'model__max_iter': 2500, 'model__penalty': 'l1', 'model__random_state': 42, 'model__solver': 'saga', 'selector__k': 60}",0.502092050209205,0.4365482233502538,0.5104602510460251,0.46638655462184875,0.4100418410041841,0.4651057840463034,0.03814242790128426,54
4.635146522521973,1.4897852105981155,0.005376005172729492,0.0007716595577530487,0.1,2500,l1,42,saga,80,"{'model__C': 0.1, 'model__max_iter': 2500, 'model__penalty': 'l1', 'model__random_state': 42, 'model__solver': 'saga', 'selector__k': 80}",0.5397489539748954,0.4365482233502538,0.5062761506276151,0.47058823529411764,0.41841004184100417,0.47431432101757726,0.044426793763153,33
6.053642082214355,1.8734945016719406,0.006024456024169922,0.001422023646876757,0.1,2500,l1,42,saga,100,"{'model__C': 0.1, 'model__max_iter': 2500, 'model__penalty': 'l1', 'model__random_state': 42, 'model__solver': 'saga', 'selector__k': 100}",0.5271966527196653,0.43147208121827413,0.46443514644351463,0.4789915966386555,0.41841004184100417,0.4641011037722228,0.03835417294772288,61
7.345013570785523,2.1274295221316497,0.005243968963623047,0.0007240369334612265,0.1,2500,l1,42,saga,all,"{'model__C': 0.1, 'model__max_iter': 2500, 'model__penalty': 'l1', 'model__random_state': 42, 'model__solver': 'saga', 'selector__k': 'all'}",0.5104602510460251,0.4263959390862944,0.4769874476987448,0.47478991596638653,0.41841004184100417,0.46140871912769105,0.034358658329142276,79
0.09228248596191406,0.0015570544755236352,0.00566716194152832,0.001390462184957079,0.1,2500,l2,42,liblinear,40,"{'model__C': 0.1, 'model__max_iter': 2500, 'model__penalty': 'l2', 'model__random_state': 42, 'model__solver': 'liblinear', 'selector__k': 40}",0.5188284518828452,0.45685279187817257,0.4602510460251046,0.5,0.4393305439330544,0.47505256674383534,0.02954685188041649,24
0.13536438941955567,0.011669242195280987,0.004770755767822266,4.7820609999981245e-05,0.1,2500,l2,42,liblinear,60,"{'model__C': 0.1, 'model__max_iter': 2500, 'model__penalty': 'l2', 'model__random_state': 42, 'model__solver': 'liblinear', 'selector__k': 60}",0.5397489539748954,0.47715736040609136,0.49372384937238495,0.48739495798319327,0.4100418410041841,0.48161339254814983,0.04171852437140092,11
0.18523330688476564,0.009764264434326961,0.0062331676483154295,0.0017341332330005935,0.1,2500,l2,42,liblinear,80,"{'model__C': 0.1, 'model__max_iter': 2500, 'model__penalty': 'l2', 'model__random_state': 42, 'model__solver': 'liblinear', 'selector__k': 80}",0.5104602510460251,0.49238578680203043,0.4811715481171548,0.5210084033613446,0.4351464435146444,0.4880344865682398,0.029844171749400666,1
0.22659225463867189,0.004381587679933888,0.005196475982666015,0.00019370846223478103,0.1,2500,l2,42,liblinear,100,"{'model__C': 0.1, 'model__max_iter': 2500, 'model__penalty': 'l2', 'model__random_state': 42, 'model__solver': 'liblinear', 'selector__k': 100}",0.5062761506276151,0.4517766497461929,0.45188284518828453,0.4957983193277311,0.4476987447698745,0.47068654193193965,0.025047249202877524,44
0.26312599182128904,0.02034254732045429,0.005269384384155274,0.0004846756307500274,0.1,2500,l2,42,liblinear,all,"{'model__C': 0.1, 'model__max_iter': 2500, 'model__penalty': 'l2', 'model__random_state': 42, 'model__solver': 'liblinear', 'selector__k': 'all'}",0.497907949790795,0.4517766497461929,0.45188284518828453,0.48739495798319327,0.4351464435146444,0.46482176924462204,0.023759040589238247,56
0.4671032905578613,0.0910298238986249,0.0077743053436279295,0.0035357383044965617,0.1,2500,l2,42,saga,40,"{'model__C': 0.1, 'model__max_iter': 2500, 'model__penalty': 'l2', 'model__random_state': 42, 'model__solver': 'saga', 'selector__k': 40}",0.5104602510460251,0.4213197969543147,0.46443514644351463,0.48739495798319327,0.4393305439330544,0.4645881392720204,0.032045344730134456,58
0.89306640625,0.06526940438459823,0.005886650085449219,0.0017312902230889552,0.1,2500,l2,42,saga,60,"{'model__C': 0.1, 'model__max_iter': 2500, 'model__penalty': 'l2', 'model__random_state': 42, 'model__solver': 'saga', 'selector__k': 60}",0.5523012552301255,0.45685279187817257,0.4769874476987448,0.5042016806722689,0.4393305439330544,0.48593474388247326,0.03958777665503753,5
1.4126614093780518,0.12009898200893492,0.004921913146972656,0.00023676220590688397,0.1,2500,l2,42,saga,80,"{'model__C': 0.1, 'model__max_iter': 2500, 'model__penalty': 'l2', 'model__random_state': 42, 'model__solver': 'saga', 'selector__k': 80}",0.5230125523012552,0.467005076142132,0.48535564853556484,0.49159663865546216,0.45188284518828453,0.4837705521645398,0.024089839258327382,9
1.8470713138580321,0.191247214059026,0.00694570541381836,0.0021025911080838518,0.1,2500,l2,42,saga,100,"{'model__C': 0.1, 'model__max_iter': 2500, 'model__penalty': 'l2', 'model__random_state': 42, 'model__solver': 'saga', 'selector__k': 100}",0.5146443514644351,0.4213197969543147,0.4351464435146444,0.46638655462184875,0.4602510460251046,0.4595496385160695,0.0320615018403956,89
2.158541965484619,0.17517302395060091,0.005555152893066406,0.00045876297059651135,0.1,2500,l2,42,saga,all,"{'model__C': 0.1, 'model__max_iter': 2500, 'model__penalty': 'l2', 'model__random_state': 42, 'model__solver': 'saga', 'selector__k': 'all'}",0.5230125523012552,0.4365482233502538,0.4602510460251046,0.47058823529411764,0.4476987447698745,0.4676197603481212,0.029979187673187607,50
0.2767641544342041,0.03574512915996884,0.006247520446777344,0.001115093171008258,1.0,1000,l1,42,liblinear,40,"{'model__C': 1, 'model__max_iter': 1000, 'model__penalty': 'l1', 'model__random_state': 42, 'model__solver': 'liblinear', 'selector__k': 40}",0.497907949790795,0.4467005076142132,0.4351464435146444,0.48739495798319327,0.4686192468619247,0.4671538211529541,0.023666338030870995,52
0.4373359680175781,0.0520603901983151,0.006431055068969726,0.0009225325922710754,1.0,1000,l1,42,liblinear,60,"{'model__C': 1, 'model__max_iter': 1000, 'model__penalty': 'l1', 'model__random_state': 42, 'model__solver': 'liblinear', 'selector__k': 60}",0.5397489539748954,0.4619289340101523,0.4435146443514644,0.5,0.42677824267782427,0.4743941550028673,0.0407507302160462,31
0.6390535831451416,0.08997112391603863,0.006210756301879883,0.00047841931123111055,1.0,1000,l1,42,liblinear,80,"{'model__C': 1, 'model__max_iter': 1000, 'model__penalty': 'l1', 'model__random_state': 42, 'model__solver': 'liblinear', 'selector__k': 80}",0.4895397489539749,0.49238578680203043,0.4686192468619247,0.48739495798319327,0.4351464435146444,0.47461723682315354,0.021427049739374468,27
0.8858150005340576,0.04653353871464124,0.00719747543334961,0.0010998353775703421,1.0,1000,l1,42,liblinear,100,"{'model__C': 1, 'model__max_iter': 1000, 'model__penalty': 'l1', 'model__random_state': 42, 'model__solver': 'liblinear', 'selector__k': 100}",0.4602510460251046,0.48223350253807107,0.4351464435146444,0.4411764705882353,0.4476987447698745,0.453301241487186,0.01669353312438781,101
0.9695802688598633,0.0625558588561459,0.0056778907775878905,0.000472015209240203,1.0,1000,l1,42,liblinear,all,"{'model__C': 1, 'model__max_iter': 1000, 'model__penalty': 'l1', 'model__random_state': 42, 'model__solver': 'liblinear', 'selector__k': 'all'}",0.49372384937238495,0.4619289340101523,0.46443514644351463,0.46218487394957986,0.4309623430962343,0.4626470293743732,0.019867635475690818,68
6.189969539642334,1.3123496930863476,0.005400896072387695,0.00042951444171383774,1.0,1000,l1,42,saga,40,"{'model__C': 1, 'model__max_iter': 1000, 'model__penalty': 'l1', 'model__random_state': 42, 'model__solver': 'saga', 'selector__k': 40}",0.502092050209205,0.4263959390862944,0.4225941422594142,0.4831932773109244,0.47280334728033474,0.4614157512292345,0.031597480438484676,77
9.8179340839386,0.9983964789842565,0.005111551284790039,0.0006336330612804732,1.0,1000,l1,42,saga,60,"{'model__C': 1, 'model__max_iter': 1000, 'model__penalty': 'l1', 'model__random_state': 42, 'model__solver': 'saga', 'selector__k': 60}",0.5481171548117155,0.4517766497461929,0.45188284518828453,0.4831932773109244,0.4435146443514644,0.4756969142817164,0.03866749057590465,21
14.823493337631225,0.8375962557988392,0.005497884750366211,0.0010269522704985357,1.0,1000,l1,42,saga,80,"{'model__C': 1, 'model__max_iter': 1000, 'model__penalty': 'l1', 'model__random_state': 42, 'model__solver': 'saga', 'selector__k': 80}",0.5271966527196653,0.4416243654822335,0.4602510460251046,0.47478991596638653,0.4435146443514644,0.4694753249089709,0.03128807043990798,48
19.989244747161866,0.17569242320384018,0.0055087566375732425,0.0009100513630326634,1.0,1000,l1,42,saga,100,"{'model__C': 1, 'model__max_iter': 1000, 'model__penalty': 'l1', 'model__random_state': 42, 'model__solver': 'saga', 'selector__k': 100}",0.49372384937238495,0.43147208121827413,0.41841004184100417,0.4495798319327731,0.4435146443514644,0.4473400897431802,0.02553368363957452,118
23.391953420639037,0.5138939751156265,0.005691957473754883,0.0005303845242226184,1.0,1000,l1,42,saga,all,"{'model__C': 1, 'model__max_iter': 1000, 'model__penalty': 'l1', 'model__random_state': 42, 'model__solver': 'saga', 'selector__k': 'all'}",0.502092050209205,0.41116751269035534,0.42677824267782427,0.4495798319327731,0.4351464435146444,0.4449528162049604,0.03115839578330658,124
0.1929105281829834,0.058910384792269364,0.005330324172973633,0.0007710359238930924,1.0,1000,l2,42,liblinear,40,"{'model__C': 1, 'model__max_iter': 1000, 'model__penalty': 'l2', 'model__random_state': 42, 'model__solver': 'liblinear', 'selector__k': 40}",0.5146443514644351,0.4467005076142132,0.41422594142259417,0.4957983193277311,0.4769874476987448,0.4696713135055436,0.03566670044938649,46
0.22960348129272462,0.009871447655656796,0.005620241165161133,0.0002485657477393371,1.0,1000,l2,42,liblinear,60,"{'model__C': 1, 'model__max_iter': 1000, 'model__penalty': 'l2', 'model__random_state': 42, 'model__solver': 'liblinear', 'selector__k': 60}",0.5397489539748954,0.467005076142132,0.45188284518828453,0.48739495798319327,0.4309623430962343,0.47539883527694793,0.03710230061873056,22
